Date,*RES ELE *,,*STORAGE *,,*RES CHG *,,*TOC STO *,,*ABV TOC *,,*OUTFLOW *,,*INFLOW *,,*EVAP *,,*FNF *,,*PPT INC *,,*RAIN *,,*PPTINC4 *,
,*FEET*,,*AF*,,*AF*,,*AF*,,*AF*,,*CFS*,,*CFS*,,*CFS*,,*CFS*,,*INCHES*,,*INCHES*,,*INCHES*,
12/21/2014,699.26,,1249004,,18704,,2788000,,-1538996,,113,,9547,,5,,11355,,0,,19.16,,0.48,
12/22/2014,701.66,,1267345,,18341,,2788000,,-1520655,,600,,9918,,27,,11549,,0.04,,19.2,,0.02,
12/23/2014,703.3,,1279992,,12647,,2795249,,-1515257,,600,,6045,,43,,8325,,0,,19.2,,0,
12/24/2014,704.89,,1292335,,12342,,2799255,,-1506921,,596,,7762,,8,,8438,,0,,19.2,,0,
12/25/2014,705.88,e,1300062,e,7727,,2814243,,-1514181,,600,,4495,,0,,5874,,0,,19.2,,0,
12/26/2014,707.18,e,1310253,e,10191,,2829486,,-1519233,,600,,5763,,25,,6345,e,0,,19.2,,0,
12/27/2014,708.25,e,1318682,e,8429,,2844271,,-1525589,,600,,4858,,8,,5755,e,0,,19.2,,0,
12/28/2014,709.18,e,1326038,e,7356,,2858143,,-1532105,,600,,4317,,8,,5231,,0,,19.2,,0,
12/29/2014,710.02,e,1332706,e,6668,,2872480,,-1539774,,474,,3863,,28,,4343,,0,,19.2,,0,
12/30/2014,711.21,e,1342189,e,9483,,2886446,,-1544257,,0,,4788,,6,,4455,e,0,,19.2,,0,
12/31/2014,711.81,,1346988,,4799,,2899992,r,-1553004,r,598,,3014,,36,,4255,e,0,,19.2,,0,
1/1/2015,712.39,,1351639,,4651,,2912016,,-1560377,,657,,3070,,28,,3230,,0,,19.2,,0,
1/2/2015,712.96,,1356221,,4582,,2924268,,-1568047,,663,,2991,,18,,3285,,0,,19.2,,0,
1/3/2015,713.46,,1360248,,4027,,2936386,,-1576138,,657,,2736,,8,,2923,,0,,19.2,,0,
1/4/2015,713.94,,1364122,,3874,,2948258,,-1584136,,664,,2543,,8,,2882,,0,,19.2,,0,
1/5/2015,714.43,,1368084,,3962,,2959715,,-1591631,,654,,2654,,3,,3376,,0,,19.2,,0,
1/6/2015,714.87,,1371649,,3565,,2970829,,-1599180,,661,,2463,,5,,2982,,0,,19.2,,0,
1/7/2015,715.25,,1374733,,3084,,2981844,,-1607111,,655,,2257,,5,,2646,,0,,19.2,,0,
1/8/2015,715.79,,1379123,,4390,,2992528,,-1613405,,136,,2316,,8,,3134,,0,,19.2,,0,
1/9/2015,716.14,,1381974,,2852,,3002893,,-1620918,,627,,2113,,8,,2689,,0,,19.2,,0,
1/10/2015,716.56,,1385401,,3426,,3012946,,-1627545,,654,,2387,,5,,2768,e,0,,19.2,,0,
1/11/2015,716.84,,1387688,,2287,,3022698,,-1635009,,654,,1771,,5,,2768,e,0,,19.2,,0,
1/12/2015,717.2,,1390633,,2945,,3032157,,-1641524,,654,,2169,,30,,2811,,0,,19.2,,0,
1/13/2015,717.55,,1393500,,2867,,3041332,,-1647832,,652,,2156,,18,,2643,,0,,19.2,,0,
1/14/2015,717.92,,1396535,,3035,,3050232,,-1653697,,560,,2088,,38,,2765,,0,,19.2,,0,
1/15/2015,718.27,,1399411,,2876,,3058865,,-1659454,,558,,2059,,10,,2385,,0,,19.2,,0,
1/16/2015,718.66,,1402619,,3208,,3061064,,-1658445,,559,,2182,,5,,2576,,0.04,,19.24,,0,
1/17/2015,718.95,,1405009,,2390,,3069208,,-1664198,,558,,1721,,0,,3025,e,0,,19.24,,0.09,
1/18/2015,719.34,,1408227,,3218,,3077271,,-1669044,,558,,2227,,5,,3214,,0,,19.24,,0,
1/19/2015,719.84,,1412359,,4132,,3085093,,-1672734,,558,,2604,,5,,3025,e,0,,19.24,,0,
1/20/2015,720.27,,1415920,,3561,,3092617,,-1676697,,557,,2357,,5,,2989,,0,,19.24,,0,
1/21/2015,720.62,,1418823,,2903,,3099726,,-1680903,,557,,2109,,5,,2669,,0,,19.24,,0,
1/22/2015,720.98,,1421813,,2990,,3106874,,-1685061,,558,,2073,,8,,2826,,0,,19.24,,0,
1/23/2015,721.36,,1424974,,3161,,3113808,,-1688834,,556,,2110,,3,,2658,,0,,19.24,,0,
1/24/2015,721.64,,1427306,,2332,,3120280,,-1692975,,557,,1780,,5,,2593,e,0,,19.24,,0,
1/25/2015,721.99,,1430225,,2919,,3126812,,-1696588,,555,,1948,,5,,2593,e,0,,19.24,,0,
1/26/2015,722.36,,1433315,,3090,,3133148,,-1699833,,556,,2202,,46,,2402,e,0,,19.24,,0,
1/27/2015,722.64,,1435656,,2342,,3139293,,-1703637,,555,,1788,,11,,2402,e,0,,19.24,,0,
1/28/2015,723.02,,1438839,,3182,,3145254,,-1706416,,555,,2080,,5,,2402,e,0,,19.24,,0,
1/29/2015,723.41,,1442109,,3270,,3151037,,-1708928,,716,,2434,,26,,2413,e,0,,19.24,,0,
1/30/2015,723.55,,1443285,,1176,,3156646,,-1713361,,917,,1525,,16,,2413,e,0,,19.24,,0,
1/31/2015,723.63,,1443957,,672,,3162086,,-1718130,,965,,1317,,13,,2413,e,0,,19.24,,0,
2/1/2015,723.78,,1445218,,1261,,3163000,,-1717782,,966,,1613,,11,,2161,,0,,19.24,,0,
2/2/2015,723.94,,1446563,,1345,,3163000,,-1716437,,951,,1694,,65,,2828,,0,,19.24,,0,
2/3/2015,724.11,,1447993,,1430,,3163000,,-1715007,,946,,1684,,17,,2394,,0,,19.24,,0,
2/4/2015,724.47,,1451025,,3032,,3163000,,-1711975,,732,,2225,,7,,2648,e,0,,19.24,,0,
2/5/2015,724.74,r,1453302,,2277,,3163000,,-1709698,,804,,2007,,12,,2648,e,0,,19.24,,0,
2/6/2015,725.58,,1460403,,7101,,3082157,,-1621754,,704,,4332,,5,,8748,,2.08,,21.32,,0,
2/7/2015,729.82,,1496610,,36207,,3078706,,-1582096,,792,,19048,,0,,24436,,0,,21.32,,2.08,
2/8/2015,732.61,,1520784,,24175,,3031758,,-1510974,,765,,12904,,0,,16182,,0.96,,22.28,,0,
2/9/2015,738.84,,1575707,,54922,,3013384,,-1437678,,289,,27934,,0,,34843,,0.36,,22.64,,1,
2/10/2015,742.35,,1607254,,31547,,3023123,,-1415869,,408,,16341,,28,,22086,,0,,22.64,,0.32,
2/11/2015,744.6,,1627709,,20455,,3032569,,-1404860,,427,,10716,,23,,13173,,0,,22.64,,0,
2/12/2015,746.22,,1642550,,14841,,3041480,,-1398930,,781,,8374,,18,,13846,,0,,22.64,,0,
2/13/2015,747.5,,1654343,,11793,,3050375,,-1396032,,785,,6703,,19,,8734,,0,,22.64,,0,
2/14/2015,748.59,,1664433,,10090,,3059004,,-1394571,,421,,5527,,19,,7046,,0,,22.64,,0,
2/15/2015,749.56,,1673448,,9015,,3067121,,-1393673,,420,,5031,,19,,6577,,0,,22.64,,0,
2/16/2015,750.27,,1680069,,6621,,3075247,,-1395178,,759,,4116,,19,,5673,,0,,22.64,,0,
2/17/2015,750.97,,1686614,,6545,,3083130,,-1396516,,764,,4131,,67,,5487,,0,,22.64,,0,
2/18/2015,751.51,,1691676,,5062,,3090713,,-1399037,,888,,3448,,8,,4652,,0,,22.64,,0,
2/19/2015,752.16,,1697783,,6107,,3098131,,-1400348,,432,,3522,,11,,4691,,0,,22.64,,0,
2/20/2015,752.74,,1703246,,5463,,3105327,,-1402082,,460,,3177,,11,,4246,,0,,22.64,,0,
2/21/2015,753.31,,1708626,,5380,,3112308,,--,,471,,3242,,11,,4237,,0,,22.64,,0,
2/22/2015,753.6,,1711368,,2742,,3119078,,--,,481,,1874,,11,,3483,e,0,,22.64,,0,
2/23/2015,754.19,,1716956,,5589,,3125646,,-1408690,,654,,3609,,138,,3483,e,0,,22.64,,0,
2/24/2015,754.62,,1721037,,4080,,3132016,,-1410979,,634,,2751,,59,,2994,,0,,22.64,,0,
2/25/2015,755.04,,1725030,,3993,,3138196,,-1413166,,622,,2668,,33,,3335,,0,,22.64,,0,
2/26/2015,755.39,,1728362,,3333,,3144190,,-1415828,,641,,2354,,81,,2935,,0,,22.64,,0,
2/27/2015,755.79,,1732176,,3813,,3138436,,-1406260,,643,,2601,,35,,3669,,0.24,,22.88,,0,
2/28/2015,756.14,,1735518,,3343,,3138418,,-1402900,,631,,2343,,27,,3274,,0.04,,22.92,,0.24,
3/1/2015,756.53,,1739248,,3729,,3143900,,-1404652,,644,,2592,,19,,3340,,0,,22.92,,0.04,
3/2/2015,756.9,,1742791,,3543,,3147763,,-1404972,,538,,2382,,57,,3188,,0,,22.92,,0,
3/3/2015,757.22,,1745860,,3069,,3152712,,-1406852,,550,,2069,,21,,2755,,0,,22.92,,0,
3/4/2015,757.6,,1749508,,3649,,3158018,,-1408509,,532,,2470,,49,,3272,,0,,22.92,,0,
3/5/2015,757.88,,1752201,,2692,,3163000,,-1410799,,537,,1979,,37,,2677,,0,,22.92,,0,
3/6/2015,758.17,,1754992,,2791,,3163000,,-1408008,,534,,1884,,39,,2599,,0,,22.92,,0,
3/7/2015,758.53,,1758462,,3471,,3163000,,-1404538,,501,,2290,,39,,2732,e,0,,22.92,,0,
3/8/2015,758.78,,1760875,,2412,,3163000,,-1402125,,438,,1742,,39,,2731,e,0,,22.92,,0,
3/9/2015,759.07,,1763676,,2801,,3163000,,-1399324,,495,,1949,,42,,2735,,0,,22.92,,0,
3/10/2015,759.34,,1766287,,2611,,3163000,,-1396713,,527,,1889,,45,,2623,e,0,,22.92,,0,
3/11/2015,759.63,,1769094,,2807,,3163000,,-1393906,,521,,1919,,32,,2623,e,0.12,,23.04,,0,
3/12/2015,759.86,,1771323,,2229,,3163000,,-1391677,,523,,1719,,24,,2678,,0,,23.04,,0.12,
3/13/2015,760.12,,1773853,,2530,,3163000,,-1389147,,750,,2068,,47,,2542,,0,,23.04,,0,
3/14/2015,760.2,,1774629,,776,,3163000,,-1388371,,1362,,1793,,40,,2626,,0,,23.04,,0,
3/15/2015,760.27,,1775308,,679,,3163000,,-1387692,,1346,,1728,,40,,2237,,0,,23.04,,0,
3/16/2015,760.34,,1775987,,679,,3163000,,-1387013,,1348,,1743,,53,,2140,,0,,23.04,,0,
3/17/2015,760.44,,1776957,,970,,3163000,,-1386043,,1190,,1690,,11,,2341,,0,,23.04,,0,
3/18/2015,760.59,,1778414,,1457,,3163000,,-1384586,,1184,,1963,,45,,2331,,0,,23.04,,0,
3/19/2015,760.74,,1779871,,1457,,3163000,,-1383129,,1188,,1978,,55,,2238,,0,,23.04,,0,
3/20/2015,760.82,,1780648,,777,,3163000,,-1382352,,1166,,1581,,72,,1820,,0,,23.04,,0,
3/21/2015,760.9,,1781426,,778,,3163000,,-1381574,,1174,,1668,,53,,1991,,0,,23.04,,0,
3/22/2015,760.99,,1782301,,875,,3163000,,-1380699,,1187,,1681,,53,,2698,,0.28,,23.32,,0,
3/23/2015,761.16,,1783955,,1654,,3163000,,-1379045,,1104,,1965,,27,,2503,,0,,23.32,,0.28,
3/24/2015,761.35,,1785806,,1851,,3163000,,-1377194,,1116,,2035,,35,,2848,,0,,23.32,,0,
3/25/2015,761.45,,1786780,,974,,3163000,,-1376220,,1102,,1677,,35,,2216,,0,,23.32,,0,
3/26/2015,761.61,,1788340,,1560,,3163000,,-1374660,,1008,,1848,,53,,1937,,0,,23.32,,0,
3/27/2015,761.74,,1789608,,1268,,3163000,,-1373392,,1084,,1782,,58,,2238,,0,,23.32,,0,
3/28/2015,761.85,,1790681,,1073,,--,,--,,1086,,1681,,53,,2327,,0,,23.32,,0,
3/29/2015,761.94,,1791560,,879,,3163000,,--,,1108,,1604,,53,,1941,,0,,23.32,,0,
3/30/2015,761.99,,1792048,,488,,3163000,,--,,1124,,1381,,11,,1661,,0,,23.32,,0,
3/31/2015,762.15,,1793611,,1563,,3163000,,--,,780,,1603,,35,,1512,,0,,23.32,,0,
4/1/2015,762.2,,1794100,,489,,3172868,,-1378768,,789,,1073,,88,,1624,,0,,23.32,,0,
4/2/2015,762.36,,1795664,,1564,,3182737,,-1387073,,773,,1666,,55,,1878,,0,,23.32,,0,
4/3/2015,762.08,,1792927,,-2737,,3122395,,-1312246,,1835,,635,,81,,1896,e,0,,23.32,,0,
4/4/2015,761.94,,1791560,,-1367,,3139557,,-1331292,,1540,,903,,52,,1896,e,0,,23.32,,0,
4/5/2015,762.12,,1793318,,1758,,3147648,,-1353447,,1286,,2100,,26,,1895,e,0.28,,23.6,,0,
4/6/2015,762.28,,1794882,,1564,,3161527,,-1366567,,580,,1431,,63,,1853,,0,,23.6,,0.28,
4/7/2015,762.5,,1797034,,2152,,3149978,,-1353699,,834,,1917,,47,,3057,,1.04,,24.64,,0,
4/8/2015,762.61,,1798110,,1076,,3161317,,-1362286,,787,,1414,,34,,1939,,0,,24.64,,1.04,
4/9/2015,762.82,,1800167,,2057,,3174425,,-1372864,,787,,1793,,19,,2186,,0,,24.64,,0,
4/10/2015,762.97,,1801637,,1470,,3180144,,-1389489,,553,,1381,,37,,2067,,0,,24.64,,0,
4/11/2015,763.1,,1802911,,1274,,3208858,,-1405922,,538,,1220,,39,,2064,,0,,24.64,,0,
4/12/2015,763.35,,1805365,,2454,,3225403,,-1419987,,549,,1825,,39,,2087,,0,,24.64,,0,
4/13/2015,763.48,,1806642,,1277,,3241918,,-1424968,,543,,1242,,105,,1760,e,0,,24.64,,0,
4/14/2015,763.64,,1808214,,1572,,3258006,,-1449734,,455,,1379,,82,,1761,e,0,,24.64,,0,
4/15/2015,763.83,,1810082,,1868,,3274420,,-1464281,,433,,1404,,79,,1676,,0,,24.64,,0,
4/16/2015,763.98,,1811558,,1476,,3290409,,-1478825,,517,,1398,,87,,1310,e,0,,24.64,,0,
4/17/2015,764.09,,1812641,,1083,,3306442,,-1493776,,508,,1144,,90,,1310,e,0,,24.64,,0,
4/18/2015,763.76,,1809394,,-3247,,3322290,,-1512896,,1751,,157,,92,,1310,e,0,,24.64,,0,
4/19/2015,763.54,,1807231,,-2163,,3337958,,-1530728,,1837,,888,,92,,1396,,0,,24.64,,0,
4/20/2015,763.38,,1805660,,-1571,,3353453,,-1547794,,1753,,995,,34,,1637,e,0,,24.64,,0,
4/21/2015,763.24,,1804285,,-1375,,3368154,,-1564431,,1791,,1157,,58,,1637,e,0,,24.64,,0,
4/22/2015,763.1,,1802911,,-1374,,3380105,,-1577194,,1742,,1110,,60,,1720,,0,,24.64,,0,
4/23/2015,763.16,,1803500,,589,,3386412,,-1583068,,1654,,1959,,58,,1720,e,0.44,,25.08,,0,
4/24/2015,762.87,,1800657,,-2843,,3390848,,-1591587,,2131,,841,,95,,1800,e,0.28,,25.36,,0.44,
4/25/2015,762.74,,1799383,,-1274,,3385056,,-1584608,,2695,,2105,,52,,1883,e,0.48,,25.84,,0.72,
4/26/2015,762.42,,1796251,,-3132,,3400630,,-1602144,,2630,,1103,,52,,1960,e,0,,25.84,,0.04,
4/27/2015,762.15,,1793611,,-2640,,3415862,,-1622168,,2959,,1689,,60,,2479,,0,,25.84,,0,
4/28/2015,761.79,,1790095,,-3516,,3431388,,-1641293,,2802,,1121,,92,,1378,,0,,25.84,,0,
4/29/2015,761.44,,1786683,,-3412,,3446745,,-1660062,,2811,,1112,,71,,1127,,0,,25.84,,0,
4/30/2015,761.01,,1782496,,-4187,,3459052,,-1676556,,3203,,1220,,78,,1905,,0,,25.84,,0,
5/1/2015,760.49,,1777442,,-5054,,3468921,,-1691479,,3524,,1081,,104,,1595,,0,,25.84,,0,
5/2/2015,759.74,,1770160,,-7282,,3478789,,-1708630,,4271,,712,,107,,1086,,0,,25.84,,0,
5/3/2015,759.04,,1763386,,-6774,,3488658,,-1725272,,4285,,976,,107,,1229,e,0,,25.84,,0,
5/4/2015,758.26,,1755860,,-7526,,3498526,,-1742667,,4238,,545,,53,,1228,e,0,,25.84,,0,
5/5/2015,757.75,,1750951,,-4909,,3508395,,-1757444,,3164,,746,,106,,1176,,0,,25.84,,0,
5/6/2015,757,,1743750,,-7201,,3518263,,-1774513,,4506,,893,,67,,1354,,0,,25.84,,0,
5/7/2015,755.88,,1733035,,-10715,,3528132,,-1795096,,5866,,557,,93,,1374,e,0,,25.84,,0,
5/8/2015,754.82,,1722938,,-10097,,3538000,,-1815062,,5828,,877,,92,,1299,e,0,,25.84,,0,
5/9/2015,753.71,,1712409,,-10529,,3538000,,-1825591,,6296,,1080,,92,,1299,e,0,,25.84,,0,
5/10/2015,752.66,,1702491,,-9918,,3538000,,-1835509,,5926,,1017,,92,,1223,e,0,,25.84,,0,
5/11/2015,751.54,,1691957,,-10534,,3538000,,-1846043,,6342,,1062,,31,,1233,,0,,25.84,,0,
5/12/2015,750.75,,1684555,,-7402,,3538000,,-1853445,,6293,,2683,,76,,1342,e,0,,25.84,,0,
5/13/2015,749.4,,1671959,,-12596,,3538000,,-1866041,,5410,,-1046,,36,,1343,e,0,,25.84,,0,
5/14/2015,748.64,,1664897,,-7062,,3538000,,-1873103,,5526,,2076,,64,,1436,e,0,,25.84,,0,
5/15/2015,747.7,,1656191,,-8706,,3538000,,-1881809,,4491,,205,,56,,1436,e,0,,25.84,,0,
5/16/2015,746.96,,1649361,,-6830,,3538000,,-1888639,,4510,,973,,46,,1479,e,0,,25.84,,0,
5/17/2015,746.01,,1640621,,-8740,,3538000,,-1897379,,4579,,358,,46,,1479,e,0,,25.84,,0,
5/18/2015,745.14,,1632646,,-7975,,3538000,,-1905354,,4593,,638,,66,,1242,,0,,25.84,,0,
5/19/2015,744.44,,1626249,,-6397,,3538000,,-1911751,,4057,,900,,68,,1532,e,0,,25.84,,0,
5/20/2015,743.48,,1617504,,-8745,,3538000,,-1920496,,4933,,534,,55,,1496,e,0,,25.84,,0,
5/21/2015,742.82,,1611512,,-5992,,3538000,,-1926488,,4190,,1242,,73,,1476,e,0,,25.84,,0,
5/22/2015,741.87,,1602914,,-8598,,3538000,,-1935086,,4102,,-180,,53,,1475,e,0,,25.84,,0,
5/23/2015,741.21,,1596960,,-5954,,3538000,,-1941040,,3622,,670,,50,,1680,e,0,,25.84,,0,
5/24/2015,740.79,,1593179,,-3781,,3538000,,-1944821,,2993,,1136,,50,,1570,e,0,,25.84,,0,
5/25/2015,740.22,,1588057,,-5122,,3538000,,-1949943,,3190,,658,,50,,1424,,0,,25.84,,0,
5/26/2015,739.74,,1583754,,-4303,,3538000,,-1954246,,3025,,1009,,109,,1575,e,0,,25.84,,0,
5/27/2015,739.52,,1581784,,-1970,,3538000,,-1956216,,2581,,1660,,72,,1428,e,0,,25.84,,0,
5/28/2015,739.14,,1578386,,-3398,,3538000,,-1959614,,2336,,652,,74,,1413,e,0,,25.84,,0,
5/29/2015,738.72,,1574636,,-3750,,3538000,,-1963364,,2463,,742,,79,,1312,e,0,,25.84,,0,
5/30/2015,738.22,,1570179,,-4457,,3538000,,-1967821,,2872,,654,,74,,1188,e,0,,25.84,,0,
5/31/2015,737.68,,1565377,,-4802,,3538000,,-1972623,,2878,,531,,74,,1393,e,0,,25.84,,0,
6/1/2015,737.06,,1559875,,-5502,,3538000,,-1978125,,2917,,212,,69,,1574,,0,,25.84,,0,
6/2/2015,736.55,,1555360,,-4515,,--,,--,,2936,,764,,105,,1393,e,0,,25.84,,0,
6/3/2015,736.01,,1550589,,-4771,,3538000,,--,,3488,,1159,,77,,1380,e,0,,25.84,,0,
6/4/2015,735.37,,1544948,,-5641,,3538000,,--,,3649,,884,,79,,1436,,0,,25.84,,0,
6/5/2015,734.81,,1540024,,-4924,,3538000,,-1997976,,3498,,1089,,74,,1181,,0,,25.84,,0,
6/6/2015,734.24,,1535023,,-5001,,3538000,,-2002977,,3456,,1055,,76,,1280,e,0.16,,26,,0,
6/7/2015,733.82,,1531345,,-3678,,3538000,,-2006655,,2926,,1060,,76,,1280,e,0,,26,,0.16,
6/8/2015,733.4,,1527674,,-3671,,3538000,,-2010326,,3449,,1744,,101,,1240,e,0,,26,,0,
6/9/2015,732.64,,1521046,,-6628,,3538000,,-2016954,,3552,,357,,146,,1239,e,0,,26,,0,
6/10/2015,732.14,,1516696,,-4350,,3538000,,-2021304,,3169,,1130,,154,,1248,e,0,,26,,0,
6/11/2015,731.68,,1512688,,-4008,,3538000,,-2025312,,2907,,958,,65,,1247,e,0,,26,,0,
6/12/2015,731.2,,1508528,,-4160,,3538000,,-2029472,,3192,,1197,,103,,1139,e,0,,26,,0,
6/13/2015,730.78,,1504894,,-3634,,3538000,,-2033106,,3167,,1521,,100,,1392,,0,,26,,0,
6/14/2015,730.32,,1500920,,-3974,,3538000,,-2037080,,3239,,1292,,100,,1274,,0,,26,,0,
6/15/2015,729.86,,1496954,,-3966,,3538000,,-2041046,,3195,,1221,,112,,929,,0,,26,,0,
6/16/2015,729.2,,1491277,,-5677,,3538000,,-2046723,,3892,,1160,,87,,1190,,0,,26,,0,
6/17/2015,728.55,,1485700,,-5577,,3538000,,-2052300,,3901,,1157,,111,,964,,0,,26,,0,
6/18/2015,727.89,,1480053,,-5647,,3538000,,-2057947,,4301,,1555,,101,,988,,0,,26,,0,
6/19/2015,727.17,,1473908,,-6145,,3538000,,-2064092,,4211,,1272,,116,,932,,0,,26,,0,
6/20/2015,726.42,,1467527,,-6381,,3538000,,-2070473,,4209,,1055,,106,,965,e,0,,26,,0,
6/21/2015,725.66,,1461080,,-6447,,3538000,,-2076920,,4677,,1651,,96,,1049,,0,,26,,0,
6/22/2015,724.73,,1453218,,-7862,,3538000,,-2084782,,4760,,820,,110,,896,e,0,,26,,0,
6/23/2015,723.72,,1444713,,-8505,,3538000,,-2093287,,4705,,477,,102,,896,e,0,,26,,0,
6/24/2015,723.35,,1441606,,-3107,,3538000,,-2096394,,2698,,1283,,109,,849,,0,,26,,0,
6/25/2015,722.53,,1434736,,-6870,,3538000,,-2103264,,4829,,1467,,102,,896,e,0,,26,,0,
6/26/2015,721.56,,1426639,,-8097,,3538000,,--,,4806,,830,,106,,850,,0,,26,,0,
6/27/2015,720.67,,1419238,,-7401,,3538000,,--,,4663,,1045,,113,,980,e,0,,26,,0,
6/28/2015,719.82,,1412194,,-7044,,3538000,,--,,4622,,1142,,113,,980,e,0,,26,,0,
6/29/2015,718.85,,1404184,,-8009,,3538000,,-2133816,,5026,,1097,,67,,895,e,0,,26,,0,
6/30/2015,717.78,,1395386,,-8798,,3538000,,-2142614,,5631,,1303,,107,,894,e,0,,26,,0,
7/1/2015,716.69,,1386462,,-8925,,3538000,,-2151538,,5345,,971,,126,,1023,e,0,,26,,0,
7/2/2015,715.57,,1377334,,-9128,,3538000,,-2160666,,5496,,1008,,114,,1023,e,0,,26,,0,
7/3/2015,714.57,,1369218,,-8116,,3538000,,-2168782,,5391,,1411,,111,,1023,e,0,,26,,0,
7/4/2015,713.67,,1361942,,-7276,,3538000,,-2176058,,4484,,927,,111,,696,,0,,26,,0,
7/5/2015,712.8,,1354933,,-7009,,3538000,,-2183067,,4600,,1177,,111,,877,,0,,26,,0,
7/6/2015,712,,1348511,,-6422,,3538000,,-2189489,,4967,,1790,,61,,739,e,0,,26,,0,
7/7/2015,710.91,,1339793,,-8718,,3538000,,-2198207,,4465,,115,,85,,739,e,0,,26,,0,
7/8/2015,709.86,,1331432,,-8361,,3538000,,-2206568,,4605,,510,,81,,1042,,0.24,,26.24,,0,
7/9/2015,708.84,,1323344,,-8088,,3538000,,-2214656,,4887,,830,,60,,1150,,0,,26.24,,0.24,
7/10/2015,708.02,,1316865,,-6479,,3538000,,-2221135,,4595,,1372,,43,,953,,0,,26.24,,0,
7/11/2015,707.16,,1310094,,-6771,,3538000,,-2227906,,4637,,955,,48,,932,,0,,26.24,,--,
7/12/2015,706.06,,1301468,,-8626,,3538000,,-2236532,,5086,,1102,,48,,701,,0,,26.24,,0,
7/13/2015,704.98,,1293035,,-8433,,3538000,,-2244965,,5068,,973,,117,,920,,0,,26.24,,--,
7/14/2015,703.96,,1285106,,-7929,,3538000,,-2252894,,5104,,1226,,81,,661,e,0,,26.24,,0,
7/15/2015,703,,1277673,,-7433,,3538000,,-2260327,,5112,,1216,,85,,732,e,0,,26.24,,0,
7/16/2015,701.99,,1269883,,-7790,,3538000,,--,,3687,,947,,99,,732,e,0,,26.24,,0,
7/17/2015,701.12,,1263200,,-6683,,3538000,,--,,4299,,46,,87,,803,e,0,,26.24,,0,
7/18/2015,700.29,,1256845,,-6355,,3538000,,--,,4070,,976,,71,,803,e,0,,26.24,,0,
7/19/2015,699.45,,1250451,,-6394,,3538000,,--,,4079,,881,,70,,782,e,0,,26.24,,0,
7/20/2015,698.61,,1244062,,-6389,,3538000,,-2293938,,4237,,1240,,147,,867,,0,,26.24,,0,
7/21/2015,697.79,,1237848,,-6214,,3538000,,-2300152,,4415,,1313,,107,,841,e,0,,26.24,,0,
7/22/2015,696.8,,1230375,,-7473,,3538000,,-2307625,,4576,,901,,92,,634,e,0,,26.24,,0,
7/23/2015,695.99,,1224285,,-6090,,3538000,,-2313715,,4638,,1662,,94,,633,e,0,,26.24,,0,
7/24/2015,694.42,,1212542,,-11742,,3538000,,-2325458,,5189,,-542,,75,,427,e,0,,26.24,,0,
7/25/2015,693.24,,1203770,,-8773,,3538000,,-2334230,,4957,,566,,69,,427,e,0,,26.24,,0,
7/26/2015,692.15,,1195707,,-8063,,3538000,,-2342293,,4984,,951,,69,,427,e,0,,26.24,,0,
7/27/2015,691.17,,1188491,,-7216,,3538000,,-2349509,,5040,,1417,,126,,427,e,0,,26.24,,0,
7/28/2015,690.19,,1181306,,-7185,,3538000,,--,,4614,,1216,,112,,571,,0,,26.24,,0,
7/29/2015,689.29,,1174734,,-6572,,3538000,,-2363266,,4626,,1475,,126,,556,,0,,26.24,,0,
7/30/2015,688.4,,1168262,,-6472,,3538000,,-2369738,,4707,,1525,,118,,734,,0,,26.24,,0,
7/31/2015,687.53,,1161959,,-6303,,3538000,,-2376041,,4419,,1292,,87,,593,,0,,26.24,,0,
8/1/2015,686.61,,1155320,,-6639,,3538000,,-2382680,,4453,,1220,,77,,1090,,0,,26.24,,0,
8/2/2015,685.72,,1148923,,-6397,,3538000,,-2389077,,4472,,1324,,77,,780,,0,,26.24,,0,
8/3/2015,684.76,,1142052,,-6871,,3538000,,-2395948,,4326,,894,,32,,555,e,0,,26.24,,0,
8/4/2015,684.05,,1136988,,-5064,,3538000,,-2401012,,4179,,1677,,86,,554,e,0,,26.24,,0,
8/5/2015,683.16,,1130664,,-6324,,3538000,,-2407336,,3817,,708,,44,,554,e,0,,26.24,,0,
8/6/2015,682.54,,1126272,,-4392,,3538000,,-2411728,,3293,,1074,,67,,650,e,0,,26.24,,0,
8/7/2015,682.18,,1123728,,-2544,,3538000,,-2414272,,2953,,1786,,80,,651,e,0,,26.24,,0,
8/8/2015,681.79,,1120977,,-2751,,3538000,,-2417023,,2792,,1509,,68,,876,,0,,26.24,,0,
8/9/2015,681.21,,1116894,,-4083,,3538000,,-2421106,,2728,,772,,68,,870,,0,,26.24,,0,
8/10/2015,680.81,,1114083,,-2811,,--,,--,,2890,,1484,,82,,729,,0,,26.24,,0,
8/11/2015,680.3,,1110508,,-3575,,3538000,,--,,3022,,1296,,77,,859,,0,,26.24,,0,
8/12/2015,679.75,,1106661,,-3847,,3538000,,-2431339,,3024,,1169,,84,,693,,0,,26.24,,0,
8/13/2015,679.38,,1104078,,-2583,,3538000,,-2433922,,2692,,1492,,68,,505,,0,,26.24,,0,
8/14/2015,678.74,,1099621,,-4457,,3538000,,-2438379,,2702,,542,,88,,674,e,0,,26.24,,0,
8/15/2015,678.55,,1098300,,-1321,,3538000,,-2439700,,2722,,2136,,79,,673,e,0,,26.24,,0,
