Date,*RES ELE *,,*STORAGE *,,*RES CHG *,,*TOC STO *,,*ABV TOC *,,*OUTFLOW *,,*INFLOW *,,*EVAP *,,*FNF *,,*PPT INC *,,*RAIN *,,*PPTINC4 *,
,*FEET*,,*AF*,,*AF*,,*AF*,,*AF*,,*CFS*,,*CFS*,,*CFS*,,*CFS*,,*INCHES*,,*INCHES*,,*INCHES*,
8/16/2015,678.2,,1095870,,-2430,,3538000,,-2442130,,2726,,1582,,81,,684,,0,,26.24,,0,
8/17/2015,677.87,,1093582,,-2288,,3538000,,-2444418,,2354,,1246,,81,,478,,0,,26.24,,0,
8/18/2015,677.73,,1092612,,-969,,3538000,,-2445388,,2110,,1777,,121,,655,e,0,,26.24,,0,
8/19/2015,677.37,,1090122,,-2491,,3538000,,-2447878,,2123,,966,,98,,655,e,0,,26.24,,0,
8/20/2015,677.07,,1088050,,-2072,,3538000,,-2449950,,2169,,1173,,49,,414,,0,,26.24,,0,
8/21/2015,676.96,,1087291,,-759,,3538000,,-2450709,,2165,,1860,,42,,778,e,0,,26.24,,0,
8/22/2015,676.51,,1084189,,-3102,,3538000,,-2453811,,2153,,636,,47,,908,e,0,,26.24,,0,
8/23/2015,676.47,,1083913,,-276,,3538000,,-2454087,,2167,,2042,,49,,908,,0,,26.24,,0,
8/24/2015,676.2,,1082056,,-1857,,3538000,,-2455944,,2177,,1351,,111,,908,,0,,26.24,,0,
8/25/2015,675.86,,1079719,,-2337,,3538000,,-2458281,,2166,,1070,,82,,908,e,0,,26.24,,0,
8/26/2015,675.89,,1079926,,207,,3538000,,-2458074,,2132,,2292,,91,,895,e,0,,26.24,,0,
8/27/2015,675.97,,1080475,,549,,3538000,,-2457525,,2157,,2560,,91,,895,e,0,,26.24,,0,
8/28/2015,675.58,,1077798,,-2677,,3538000,,-2460202,,2201,,945,,93,,685,e,0,,26.24,,0,
8/29/2015,675.26,,1075605,,-2193,,3538000,,--,,2234,,1195,,67,,685,e,0.04,,26.28,,0,
8/30/2015,674.87,,1072937,,-2668,,3538000,,--,,2234,,955,,67,,961,,0,,26.28,,0.04,
8/31/2015,674.75,,1072117,,-820,,3538000,,-2465883,,1531,,1249,,97,,775,,0,,26.28,,0,
9/1/2015,674.46,,1070137,,-1980,,3538000,,-2467863,,1530,,576,,78,,685,e,0,,26.28,,0,
9/2/2015,674.2,,1068364,,-1773,,3538000,,-2469636,,2238,,1425,,81,,526,,0,,26.28,,0,
9/3/2015,673.85,,1065980,,-2384,,3538000,,-2472020,,2233,,1106,,75,,508,e,0,,26.28,,0,
9/4/2015,673.61,,1064348,,-1632,,3538000,,-2473652,,2237,,1473,,59,,507,e,0,,26.28,,0,
9/5/2015,673.08,,1060749,,-3599,,3538000,,-2477251,,2235,,487,,66,,699,e,0,,26.28,,0,
9/6/2015,673.01,,1060275,,-474,,3538000,,-2477725,,2235,,2061,,66,,699,e,0,,26.28,,0,
9/7/2015,672.65,,1057836,,-2439,,3538000,,-2480164,,2211,,1047,,66,,840,e,0,,26.28,,0,
9/8/2015,672.67,,1057971,,135,,3538000,,-2480029,,1612,,1782,,101,,823,e,0,,26.28,,0,
9/9/2015,672.63,,1057701,,-270,,3538000,,-2480299,,1638,,1600,,98,,823,e,0,,26.28,,0,
9/10/2015,672.71,,1058242,,541,,3538000,,-2479758,,1277,,1655,,105,,806,e,0,,26.28,,0,
9/11/2015,672.61,,1057565,,-677,,3538000,,-2480435,,1736,,1502,,107,,806,e,0,,26.28,,0,
9/12/2015,672.39,,1056077,,-1488,,3538000,,-2481923,,1329,,671,,92,,806,e,0,,26.28,,0,
9/13/2015,672.27,,1055266,,-811,,3538000,,-2482734,,1612,,1294,,91,,892,,0,,26.28,,0,
9/14/2015,672.31,,1055536,,270,,3538000,,-2482464,,1612,,1767,,18,,966,,0,,26.28,,0,
9/15/2015,672.17,,1054590,,-946,,3538000,,-2483410,,1423,,974,,28,,1542,e,0,,26.28,,0,
9/16/2015,672.12,,1054253,,-337,,3525500,,-2471247,,1412,,1301,,59,,1541,e,0.24,,26.52,,0,
9/17/2015,672.08,,1053983,,-270,,3513000,,-2459017,,1384,,1261,,14,,--,,0.04,,26.56,,0.28,
9/18/2015,672.15,,1054456,,473,,3500500,,-2446044,,1412,,1694,,43,,--,,0,,26.56,,0,
9/19/2015,672.18,,1054658,,202,,3488000,,-2433342,,1412,,1560,,46,,--,,0,,26.56,,0,
9/20/2015,--,,--,,--,,--,,--,,--,,--,,--,,--,,--,,--,,0,
